,5,1,2,3,4,6,7,8,9
166,2020-11-10,165,“深度伪造”的扩张化刑事治理风险及其限度,熊波,安徽大学学报(哲学社会科学版),期刊,5,689,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=165&recid=&FileName=ADZS202006013&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
167,2020-11-10,166,环境信息公开、污染与居民健康,田淑英; 夏梦丽; 许文立,安徽大学学报(哲学社会科学版),期刊,1,758,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=166&recid=&FileName=ADZS202006017&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
168,2020-09-10,167,产城融合对区域碳排放的影响——基于经济转型升级的中介作用,万伦来; 左悦,安徽大学学报(哲学社会科学版),期刊,4,781,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=167&recid=&FileName=ADZS202005015&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
169,2020-09-10,168,《神曲》原创性考——论《神曲》是否剽窃阿尔贝里克异象,彭倩,安徽大学学报(哲学社会科学版),期刊,,226,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=168&recid=&FileName=ADZS202005008&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
170,2020-09-10,169,从林黛玉到梅兰芳:现代红楼文化传播与鲁迅的文化理性,吕仕伟,安徽大学学报(哲学社会科学版),期刊,,332,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=169&recid=&FileName=ADZS202005006&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
171,2020-09-10,170,清代小说中的海洋书写,马平平; 顾明栋,安徽大学学报(哲学社会科学版),期刊,1,315,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=170&recid=&FileName=ADZS202005007&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
172,2020-09-10,171,从安大简与上博简合证《孔子诗论》“既曰天也”评的应是《鄘风·君子偕老》,季旭升,安徽大学学报(哲学社会科学版),期刊,4,481,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=171&recid=&FileName=ADZS202005009&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
173,2020-09-10,172,谈《诗·秦风·小戎》“乱我心曲”之“乱”及文字考释的重要性,徐在国,安徽大学学报(哲学社会科学版),期刊,4,378,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=172&recid=&FileName=ADZS202005010&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
174,2020-09-10,173,1930年代上海舆论空间与青年丁玲的生成,杨小露,安徽大学学报(哲学社会科学版),期刊,2,418,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=173&recid=&FileName=ADZS202005005&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
175,2020-09-10,174,上古汉语中的“肉”“内”讹混现象研究,陈世庆,安徽大学学报(哲学社会科学版),期刊,1,197,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=174&recid=&FileName=ADZS202005011&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
176,2020-09-10,175,乾隆朝民间献书与徽州学人的“不朽”理想——以余元遴进献汪绂遗书为中心的考察,王献松,安徽大学学报(哲学社会科学版),期刊,1,142,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=175&recid=&FileName=ADZS202005001&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
177,2020-09-10,176,清代徽州的基层科举参与和社会流动——以道光休宁县王百龄府试讼案为中心,叶鹏,安徽大学学报(哲学社会科学版),期刊,,275,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=176&recid=&FileName=ADZS202005002&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
178,2020-09-10,177,马克思资本批判的诗性隐喻谱系,李瑞瑞; 孙迎光,安徽大学学报(哲学社会科学版),期刊,3,419,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=177&recid=&FileName=ADZS202005004&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
179,2020-09-10,178,反思生命与政治关系的三重空间——对福柯生命政治的一个扩展理解,汤明洁,安徽大学学报(哲学社会科学版),期刊,1,576,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=178&recid=&FileName=ADZS202005003&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
180,2020-09-10,179,互联网使用对农民非制度化政治参与的影响——基于SEM的政治价值观中介效应检验,边晓慧; 苏振华,安徽大学学报(哲学社会科学版),期刊,4,1143,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=179&recid=&FileName=ADZS202005018&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
181,2020-09-10,180,全要素且可解释智能化再犯风险评估指标体系的理论架构,狄小华,安徽大学学报(哲学社会科学版),期刊,,310,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=180&recid=&FileName=ADZS202005012&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
182,2020-09-10,181,盗赃物善意取得之法构造——兼论《民法典》相关规则法律适用,朱庆; 王萍萍,安徽大学学报(哲学社会科学版),期刊,3,1680,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=181&recid=&FileName=ADZS202005013&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
183,2020-09-10,182,我国刑法立法观的选择与协调——以对刑法及相关规范的实证分析为视角,储陈城; 刘睿,安徽大学学报(哲学社会科学版),期刊,7,550,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=182&recid=&FileName=ADZS202005014&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
184,2020-09-10,183,两类货币政策对债券市场流动性的时变影响——基于TVP-SV-SVAR模型的分析,姚登宝; 郑超雪,安徽大学学报(哲学社会科学版),期刊,3,449,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=183&recid=&FileName=ADZS202005016&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
185,2020-09-10,184,长三角更高质量一体化发展:成效进展、空间分异与空间关联,滕堂伟; 林蕙灵; 胡森林,安徽大学学报(哲学社会科学版),期刊,13,1125,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=184&recid=&FileName=ADZS202005017&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
186,2020-07-10,185,德国浪漫派的历史境遇——兼主持语,韩水法,安徽大学学报(哲学社会科学版),期刊,,273,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=185&recid=&FileName=ADZS202004005&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
187,2020-07-10,186,古今之争与德国早期浪漫派对文学现代性的理解——以弗·施勒格尔《论古希腊诗研究》为例,卢白羽,安徽大学学报(哲学社会科学版),期刊,,262,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=186&recid=&FileName=ADZS202004008&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
188,2020-07-10,187,重构德意志文学史——艾辛多夫《德意志文学史》与19世纪德意志的宗派问题,陈曦,安徽大学学报(哲学社会科学版),期刊,,134,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=187&recid=&FileName=ADZS202004007&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
189,2020-07-10,188,地域文化翻译研究——以海外徽学著作翻译为例,詹全旺,安徽大学学报(哲学社会科学版),期刊,1,353,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=188&recid=&FileName=ADZS202004009&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
190,2020-07-10,189,德国浪漫派的改宗问题初探——兼论其审美动机和政治诉求,谷裕,安徽大学学报(哲学社会科学版),期刊,,283,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=189&recid=&FileName=ADZS202004006&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
191,2020-07-10,190,从科举到新学:清代苏州大阜潘氏的家族教育及其近代转型,张淑贤,安徽大学学报(哲学社会科学版),期刊,2,306,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=190&recid=&FileName=ADZS202004002&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
192,2020-07-10,191,徽州普通家族的谱系构建——歙县刻工家族虬川黄氏族谱编纂考,张舰戈,安徽大学学报(哲学社会科学版),期刊,2,260,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=191&recid=&FileName=ADZS202004001&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
193,2020-07-10,192,论康德对人类“希望”的理性奠基,王建军,安徽大学学报(哲学社会科学版),期刊,3,199,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=192&recid=&FileName=ADZS202004003&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
194,2020-07-10,193,“精神之存在是一块骨头”——论《精神现象学》中的“观察的理性”,姜勇君,安徽大学学报(哲学社会科学版),期刊,,201,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=193&recid=&FileName=ADZS202004004&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
195,2020-07-10,194,我国职务犯罪监察调查工作中的监检关系问题研究,吕泽华,安徽大学学报(哲学社会科学版),期刊,4,597,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=194&recid=&FileName=ADZS202004012&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
196,2020-07-10,195,新监察制度与认罪认罚从宽制度的错位及衔接,孔令勇,安徽大学学报(哲学社会科学版),期刊,8,817,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=195&recid=&FileName=ADZS202004013&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
197,2020-07-10,196,公立高校教师解聘纠纷的司法审查困境及其破解,周钟敏,安徽大学学报(哲学社会科学版),期刊,3,486,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=196&recid=&FileName=ADZS202004014&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
198,2020-07-10,197,网络暴力刑法规制的困境分析与出路探究,石经海; 黄亚瑞,安徽大学学报(哲学社会科学版),期刊,10,4054,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=197&recid=&FileName=ADZS202004011&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
199,2020-07-10,198,论检察机关在刑事审前程序中的主导地位,洪浩; 朱良,安徽大学学报(哲学社会科学版),期刊,13,651,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=198&recid=&FileName=ADZS202004010&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
200,2020-07-10,199,三元边际、STRI指数与中国服务贸易开放度检验——兼顾“一带一路”与发达经济体样本数据,金泽虎; 石乐,安徽大学学报(哲学社会科学版),期刊,,648,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=199&recid=&FileName=ADZS202004015&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
201,2020-07-10,200,乡村振兴战略科技支撑路径的理论模型构建,储节旺; 曹振祥,安徽大学学报(哲学社会科学版),期刊,14,1201,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=200&recid=&FileName=ADZS202004016&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
202,2020-07-10,201,新中国区域经济发展70年:走向高质量发展之路,陈建军; 黄洁,安徽大学学报(哲学社会科学版),期刊,5,691,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=201&recid=&FileName=ADZS202004017&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
203,2020-05-10,202,人工智能文学的诠释困境及其出路,王泽庆; 孟凡萧,安徽大学学报(哲学社会科学版),期刊,4,585,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=202&recid=&FileName=ADZS202003007&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
204,2020-05-10,203,人工智能创作、“作者之死”与人的主体性之反思,郑鹏,安徽大学学报(哲学社会科学版),期刊,4,848,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=203&recid=&FileName=ADZS202003008&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
205,2020-05-10,204,百年来我国“东方史”建构的国外背景、理论探索与问题,王向远,安徽大学学报(哲学社会科学版),期刊,1,257,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=204&recid=&FileName=ADZS202003001&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
206,2020-05-10,205,齿德双隆:明代徽州的“寿官”,祝虻,安徽大学学报(哲学社会科学版),期刊,1,128,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=205&recid=&FileName=ADZS202003002&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
207,2020-05-10,206,明清之际徽州清丈人役的承充、组织与田土处置,曾旭彤; 黄忠鑫,安徽大学学报(哲学社会科学版),期刊,3,248,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=206&recid=&FileName=ADZS202003003&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
208,2020-05-10,207,天人之分与职能之异——《荀子·天论》“官人守天而自为守道也”新诠,姚勇,安徽大学学报(哲学社会科学版),期刊,,361,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=207&recid=&FileName=ADZS202003004&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
209,2020-05-10,208,论方大镇的易学思想,郭振香,安徽大学学报(哲学社会科学版),期刊,3,157,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=208&recid=&FileName=ADZS202003005&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
210,2020-05-10,209,正余的吞吐成环及双向开掘——论方以智的体用观及其创新,张昭炜,安徽大学学报(哲学社会科学版),期刊,2,140,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=209&recid=&FileName=ADZS202003006&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
211,2020-05-10,210,新时代我国行政行为法研究的新进展,章志远,安徽大学学报(哲学社会科学版),期刊,6,1126,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=210&recid=&FileName=ADZS202003009&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
212,2020-05-10,211,面向新时代的行政法基本原理,李洪雷,安徽大学学报(哲学社会科学版),期刊,7,2232,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=211&recid=&FileName=ADZS202003010&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
213,2020-05-10,212,中国行政法学分论研究:体系、课题与立场,宋华琳,安徽大学学报(哲学社会科学版),期刊,6,679,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=212&recid=&FileName=ADZS202003011&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
214,2020-05-10,213,当前我国行政组织法研究的现状与展望,李昕,安徽大学学报(哲学社会科学版),期刊,2,1061,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=213&recid=&FileName=ADZS202003012&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
215,2020-05-10,214,绿色发展、人才集聚与城市创新力提升——基于长三角城市群的研究,李光龙; 江鑫,安徽大学学报(哲学社会科学版),期刊,14,1509,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=214&recid=&FileName=ADZS202003014&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
216,2020-05-10,215,长三角地区共建世界级产业集群的推进路径研究,王振,安徽大学学报(哲学社会科学版),期刊,2,777,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=215&recid=&FileName=ADZS202003013&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
217,2020-05-10,216,货币政策不确定性、金融摩擦与企业投资,徐亚平; 汪虹,安徽大学学报(哲学社会科学版),期刊,15,1045,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=216&recid=&FileName=ADZS202003015&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
218,2020-05-10,217,预算软约束、经济增长与地方政府隐性债务规模,管治华; 范宇翔,安徽大学学报(哲学社会科学版),期刊,8,1003,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=217&recid=&FileName=ADZS202003016&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
219,2020-03-10,218,明代徽州木商经营活动述略,范金民,安徽大学学报(哲学社会科学版),期刊,9,450,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=218&recid=&FileName=ADZS202002001&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
220,2020-03-10,219,从兰台聚到东皋会:梁初京师文学场域的构建与冲突,刘祥,安徽大学学报(哲学社会科学版),期刊,2,234,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=219&recid=&FileName=ADZS202002006&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
221,2020-03-10,220,情节套用:论《战国策》中的模式化虚构创作,苗江磊,安徽大学学报(哲学社会科学版),期刊,,313,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=220&recid=&FileName=ADZS202002007&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
222,2020-03-10,221,清末民初徽州京庄茶商经营实态研究——以吴炽甫京茶庄商业账簿为中心,马勇虎; 马路,安徽大学学报(哲学社会科学版),期刊,4,296,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=221&recid=&FileName=ADZS202002002&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
223,2020-03-10,222,“有多少Schein，就有多少Sein”——对现象学“第一条原则”的再考察,贺念,安徽大学学报(哲学社会科学版),期刊,,279,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=222&recid=&FileName=ADZS202002004&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
224,2020-03-10,223,德里达论“被书写的无意识”——以对胡塞尔和弗洛伊德“无意识”概念的解构为线索,黄旺,安徽大学学报(哲学社会科学版),期刊,1,482,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=223&recid=&FileName=ADZS202002005&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
225,2020-03-10,224,方以智《药地炮庄》的诠释特色,张永义,安徽大学学报(哲学社会科学版),期刊,2,263,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=224&recid=&FileName=ADZS202002008&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
226,2020-03-10,225,康德论人性中的善恶共居,刘凤娟,安徽大学学报(哲学社会科学版),期刊,8,810,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=225&recid=&FileName=ADZS202002003&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
227,2020-03-10,226,美国长臂管辖权研究——兼论中国的因应与借鉴,霍政欣; 金博恒,安徽大学学报(哲学社会科学版),期刊,21,2779,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=226&recid=&FileName=ADZS202002009&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
228,2020-03-10,227,我国灰色地带就业的法律反思与规制,李坤刚; 王一帆,安徽大学学报(哲学社会科学版),期刊,9,1049,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=227&recid=&FileName=ADZS202002010&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
229,2020-03-10,228,走出效力性强制规定的误区——《民法总则》第153条第1款的解释与适用,张新,安徽大学学报(哲学社会科学版),期刊,8,1190,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=228&recid=&FileName=ADZS202002012&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
230,2020-03-10,229,竞争中立视域下政府补贴的公平竞争审查路径,汪永福; 毕金平,安徽大学学报(哲学社会科学版),期刊,13,1014,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=229&recid=&FileName=ADZS202002011&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
231,2020-03-10,230,地方政府债券违约风险处置的法治逻辑,王璐,安徽大学学报(哲学社会科学版),期刊,11,756,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=230&recid=&FileName=ADZS202002013&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
232,2020-03-10,231,规范性文件司法审查的“后果考量”及其补充规则,周乐军,安徽大学学报(哲学社会科学版),期刊,1,430,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=231&recid=&FileName=ADZS202002014&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
233,2020-03-10,232,采风与窝访:中国新闻事业溯源的两种历史路径,刘丽,安徽大学学报(哲学社会科学版),期刊,1,173,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=232&recid=&FileName=ADZS202002015&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
234,2020-03-10,233,管理者自恋抑制员工工作满意度吗?,李敏; 杜鹏程,安徽大学学报(哲学社会科学版),期刊,2,730,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=233&recid=&FileName=ADZS202002016&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
235,2020-01-10,234,感生、异相与异象:“天命”神话建构王权叙事的路径,王倩,安徽大学学报(哲学社会科学版),期刊,10,776,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=234&recid=&FileName=ADZS202001004&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
236,2020-01-10,235,杜甫七律诗的结构方式论析,赵继承,安徽大学学报(哲学社会科学版),期刊,4,566,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=235&recid=&FileName=ADZS202001008&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
237,2020-01-10,236,构式化与构式化等级——基于反预期类“X了”构式的考察,张宏国,安徽大学学报(哲学社会科学版),期刊,2,675,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=236&recid=&FileName=ADZS202001009&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
238,2020-01-10,237,明清之际王时敏家族的戏曲活动与江南戏曲生态,郭英德,安徽大学学报(哲学社会科学版),期刊,3,401,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=237&recid=&FileName=ADZS202001007&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
239,2020-01-10,238,徽郡的困境:1577年徽州府人丁丝绢案中所见的地方性与国家,杜勇涛,安徽大学学报(哲学社会科学版),期刊,3,287,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=238&recid=&FileName=ADZS202001001&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
240,2020-01-10,239,殷商之上帝或非在天——三代鬼神世界观范式转换新探,郭若愚,安徽大学学报(哲学社会科学版),期刊,1,378,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=239&recid=&FileName=ADZS202001005&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
241,2020-01-10,240,明代军解研究,周晓光; 刘永晋,安徽大学学报(哲学社会科学版),期刊,2,288,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=240&recid=&FileName=ADZS202001010&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
242,2020-01-10,241,晚清民国徽州的日常生活与乡村治理——以稿本《开检可观》为例,王振忠,安徽大学学报(哲学社会科学版),期刊,2,425,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=241&recid=&FileName=ADZS202001002&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
243,2020-01-10,242,玄玉时代钩沉——四重证据法的新尝试,叶舒宪,安徽大学学报(哲学社会科学版),期刊,5,429,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=242&recid=&FileName=ADZS202001003&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
244,2020-01-10,243,重审裴頠与贵无论之关系,林凯,安徽大学学报(哲学社会科学版),期刊,1,386,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=243&recid=&FileName=ADZS202001006&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
245,2020-01-10,244,民法典中亲子关系确认制度的构建,汪金兰; 孟晓丽,安徽大学学报(哲学社会科学版),期刊,8,1323,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=244&recid=&FileName=ADZS202001013&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
246,2020-01-10,245,恶势力形态的认定及其对刑事责任的影响,刘宪权; 林雨佳,安徽大学学报(哲学社会科学版),期刊,14,1148,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=245&recid=&FileName=ADZS202001012&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
247,2020-01-10,246,论我国垄断协议规制制度的实施与完善——以《反垄断法》修订为视角,王先林,安徽大学学报(哲学社会科学版),期刊,30,2408,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=246&recid=&FileName=ADZS202001011&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
248,2020-01-10,247,构建支撑制造业高质量发展的中国现代金融体系发展路径与突破方向,张杰,安徽大学学报(哲学社会科学版),期刊,14,1060,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=247&recid=&FileName=ADZS202001014&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
249,2020-01-10,248,中国南北经济差距扩大:现象、成因与对策,杜宇; 吴传清,安徽大学学报(哲学社会科学版),期刊,34,1873,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=248&recid=&FileName=ADZS202001015&DbName=CJFDLAST2020&DbCode=CJFD&yx=&pr=&URLID=
250,2019-11-10,249,论清代皖人宗族诗歌总集传统与文学世家建构,史哲文,安徽大学学报(哲学社会科学版),期刊,6,250,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=249&recid=&FileName=ADZS201906009&DbName=CJFDLAST2019&DbCode=CJFD&yx=&pr=&URLID=
